date,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral,outcome,actual_outcome,champion_pred,gate_pred,category,gate_weight_g,champ_p_away,champ_p_draw,champ_p_home,gate_p_away,gate_p_draw,gate_p_home,elo_home,elo_away,abs_elo_diff,home_rest_days,away_rest_days,home_form5_pts,away_form5_pts,avg_volatility,is_regime_1,is_regime_2,is_regime_3,is_regime_4,is_regime_5,is_regime_6,is_regime_7,is_regime_8,is_regime_9
2016-03-29,Australia,Jordan,5,1,FIFA World Cup qualification,Sydney,Australia,False,0,0,0,0,A_Both_Correct,0.25,0.6453997297166945,0.22418472520034433,0.13041554508296135,0.650581243921731,0.22039178792908942,0.1290269681491795,1768.6725057041103,1613.8279826398298,154.84452306428057,5.0,5.0,2.4,2.4,19.202518845884654,True,False,False,True,False,False,True,False,False
2016-03-29,North Macedonia,Bulgaria,0,2,Friendly,Skopje,North Macedonia,False,2,2,0,0,D_Both_Wrong,0.25,0.375360932957594,0.33091210992465253,0.29372695711775354,0.37479974025455565,0.3206006889101906,0.30459957083525374,1495.2270524709963,1620.250759033503,125.02370656250673,6.0,4.0,0.8,1.2,22.96957888318434,True,True,False,False,False,False,False,False,False
2016-03-29,China,Qatar,2,0,FIFA World Cup qualification,Xi'an,China,False,0,0,0,0,A_Both_Correct,0.25,0.47078983273956554,0.3354277935583263,0.19378237370210824,0.4730292122748844,0.32070309454954754,0.206267693175568,1674.3366741727557,1676.9409676339365,2.6042934611807596,5.0,5.0,2.0,2.4,22.928857023114453,False,False,False,True,False,False,False,False,False
2016-03-29,Colombia,Ecuador,3,1,FIFA World Cup qualification,Barranquilla,Colombia,False,0,0,0,0,A_Both_Correct,0.25,0.5307124305290932,0.30503326603063874,0.1642543034402681,0.5230042259013435,0.29750554828967124,0.17949022580898527,1954.1954810467953,1869.4092475215778,84.78623352521754,5.0,5.0,1.4,2.6,19.699414049115553,False,True,False,True,False,False,True,False,False
2016-03-29,Costa Rica,Jamaica,3,0,FIFA World Cup qualification,San José,Costa Rica,False,0,0,0,0,A_Both_Correct,0.25,0.6666936539299853,0.23359901673880398,0.09970732933121082,0.6654675258038911,0.22850508451806092,0.10602738967804808,1776.8026354629499,1618.8821638921538,157.92047157079605,4.0,4.0,1.4,1.4,19.567660148716783,True,False,False,False,False,False,True,False,False
2016-03-29,Dominica,Martinique,1,4,CFU Caribbean Cup qualification,Roseau,Dominica,False,2,2,2,2,A_Both_Correct,0.25,0.10349702468015963,0.20617215385111975,0.6903308214687206,0.10730299248738834,0.19748737145639741,0.6952096360562143,1225.837442180055,1582.1925894603369,356.3551472802819,3.0,6.0,1.4,2.0,23.142000736907537,True,False,True,False,False,False,False,True,False
2016-03-29,Dominican Republic,Barbados,2,0,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,False,0,0,0,0,A_Both_Correct,0.25,0.5590772676842983,0.22218247392395885,0.21874025839174285,0.5554138208523749,0.22132178574758687,0.22326439340003829,1374.2508990346785,1355.679733989887,18.57116504479154,3.0,6.0,0.6,1.8,20.49008286905796,False,False,False,False,True,False,False,True,False
2016-03-29,Egypt,Nigeria,1,0,African Cup of Nations qualification,Alexandria,Egypt,False,0,0,0,0,A_Both_Correct,0.25,0.4664841147253117,0.32077747098180803,0.21273841429288035,0.4656008306294994,0.31074344904334794,0.22365572032715267,1740.588258146199,1722.4893990986445,18.09885904755447,4.0,4.0,2.0,1.6,28.268510187822216,False,False,False,False,False,True,False,False,False
2016-03-29,England,Netherlands,1,2,Friendly,London,England,False,2,2,0,0,D_Both_Wrong,0.25,0.5041638242441521,0.32128317252660715,0.17455300322924078,0.5112961788373106,0.3057763524864906,0.18292746867619894,1978.2348771655604,1868.3373761062144,109.89750105934604,3.0,4.0,2.4,1.2,26.16594204927766,False,True,False,True,False,False,False,True,False
2016-03-29,Estonia,Serbia,0,1,Friendly,Tallinn,Estonia,False,2,2,0,2,C_Rescued_Gate_Correct,0.25,0.36712158384171184,0.2826516301193786,0.3502267860389096,0.3439340723382008,0.2833442757678461,0.3727216518939532,1561.519931040735,1727.1603101757698,165.6403791350349,5.0,6.0,1.6,0.6,30.0,True,False,False,False,True,True,False,False,False
2016-03-29,Ethiopia,Algeria,3,3,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,1,1,2,2,D_Both_Wrong,0.25,0.15364704302609006,0.21792695936090944,0.6284259976130004,0.14059708616503566,0.2066934659302822,0.6527094479046822,1401.3115521581537,1725.046964334275,323.73541217612114,4.0,4.0,0.8,2.0,11.556261002471286,False,False,True,False,False,False,True,False,False
2016-03-29,Austria,Turkey,1,2,Friendly,Vienna,Austria,False,2,2,0,0,D_Both_Wrong,0.25,0.3840399538103616,0.3459759219186258,0.2699841242710127,0.39360209846169203,0.33180101915890486,0.2745968823794031,1750.9410046048847,1797.387956193713,46.44695158882837,3.0,5.0,2.4,2.6,20.537070829993926,False,False,False,True,False,False,False,True,False
