date,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral,outcome,actual_outcome,champion_pred,r4_pred,category,champion_p_away,champion_p_draw,champion_p_home,r4_p_away,r4_p_draw,r4_p_home
2018-11-16,Laos,Myanmar,1,3,AFF Championship,Vientiane,Laos,False,2,2,2,2,A_Both_Correct,0.23066511510916693,0.25642328214031446,0.5129116027505186,0.17892460605129715,0.23967973068974113,0.5813956632589616
2018-11-16,Vietnam,Malaysia,2,0,AFF Championship,Hanoi,Vietnam,False,0,0,0,0,A_Both_Correct,0.6662173176831783,0.21865726385464956,0.11512541846217214,0.6567679018386708,0.2190734498591309,0.12415864830219818
2018-11-16,Morocco,Cameroon,2,0,African Cup of Nations qualification,Casablanca,Morocco,False,0,0,0,0,A_Both_Correct,0.548022134380598,0.3012031689890408,0.15077469663036128,0.5598508688140137,0.31118479570138735,0.12896433548459899
2018-11-16,Belize,Puerto Rico,1,0,CONCACAF Nations League qualification,Belmopan,Belize,False,0,0,0,0,A_Both_Correct,0.6875702519618228,0.2079148734908107,0.10451487454736653,0.7095056737028987,0.19748862326108893,0.09300570303601233
2018-11-16,United Arab Emirates,Bolivia,0,0,Friendly,Dubai,United Arab Emirates,False,1,1,0,0,D_Both_Wrong,0.5296918391853197,0.2862884537213317,0.18401970709334867,0.4727850807167982,0.3179693781309602,0.2092455411522415
2018-11-16,Taiwan,North Korea,0,2,EAFF Championship,Taipei,Taiwan,False,2,2,2,2,A_Both_Correct,0.10183387588767653,0.21092147983980655,0.6872446442725169,0.08503173196353649,0.20133518361264216,0.7136330844238213
2018-11-16,Mongolia,Hong Kong,1,5,EAFF Championship,Taipei,Taiwan,True,2,2,2,2,A_Both_Correct,0.11009227971213185,0.17168693300888765,0.7182207872789805,0.07712539157252044,0.14313549274793255,0.779739115679547
2018-11-16,Grenada,Saint Martin,5,2,CONCACAF Nations League qualification,St. George's,Grenada,False,0,0,0,0,A_Both_Correct,0.7778078560852844,0.10315719708598362,0.1190349468287322,0.7450842860894089,0.12585464846644903,0.12906106544414214
2018-11-16,Bermuda,El Salvador,1,0,CONCACAF Nations League qualification,Hamilton,Bermuda,False,0,0,0,2,B_Regression_R4_Wrong,0.39200254154485664,0.2687317584872324,0.339265699967911,0.2595093141977912,0.2409995793338721,0.49949110646833655
2018-11-16,Aruba,Montserrat,0,2,CONCACAF Nations League qualification,Willemstad,Curaçao,True,2,2,0,0,D_Both_Wrong,0.6900097021438387,0.14940417067978476,0.1605861271763765,0.6841493467403135,0.1635831282454969,0.15226752501418958
2018-11-16,Egypt,Tunisia,3,2,African Cup of Nations qualification,Alexandria,Egypt,False,0,0,0,0,A_Both_Correct,0.4780135924270336,0.3386547201539531,0.1833316874190134,0.5245439249544326,0.2986289424737276,0.17682713257183985
2018-11-16,Saudi Arabia,Yemen,1,0,Friendly,Dammam,Saudi Arabia,False,0,0,0,0,A_Both_Correct,0.8135145424903043,0.13098441093745758,0.05550104657223807,0.9033535713527073,0.06699904655861783,0.02964738208867477
2018-11-16,Liechtenstein,North Macedonia,0,2,UEFA Nations League,Vaduz,Liechtenstein,False,2,2,2,2,A_Both_Correct,0.09526859772238944,0.18822860115020965,0.716502801127401,0.07233068343312515,0.20285769612420218,0.7248116204426726
2018-11-16,Oman,Syria,1,1,Friendly,Muscat,Oman,False,1,1,0,0,D_Both_Wrong,0.45801855406837144,0.3117729131444792,0.2302085327871494,0.4041476392237087,0.33572957783924356,0.26012278293704755
2018-11-16,Netherlands,France,2,0,UEFA Nations League,Rotterdam,Netherlands,False,0,0,0,0,A_Both_Correct,0.36793984841835853,0.3382999247602325,0.29376022682140895,0.3796825784608645,0.3354606146930367,0.28485680684609876
2018-11-16,Slovakia,Ukraine,4,1,UEFA Nations League,Trnava,Slovakia,False,0,0,0,0,A_Both_Correct,0.3560441731478609,0.35244385616964896,0.29151197068249013,0.4052663640807614,0.33766127522271183,0.25707236069652667
2018-11-16,Wales,Denmark,1,2,UEFA Nations League,Cardiff,Wales,False,2,2,0,0,D_Both_Wrong,0.38046524622508293,0.3495852473629001,0.269949506412017,0.3512896294177125,0.339816211234779,0.30889415934750836
2018-11-16,Slovenia,Norway,1,1,UEFA Nations League,Ljubljana,Slovenia,False,1,1,0,0,D_Both_Wrong,0.39454105539321754,0.33500368836498934,0.2704552562417931,0.4457118882043775,0.3359435333817068,0.21834457841391558
2018-11-16,Cyprus,Bulgaria,1,1,UEFA Nations League,Nicosia,Cyprus,False,1,1,2,2,D_Both_Wrong,0.2877793119669725,0.2870087835003304,0.42521190453269714,0.32679537358095206,0.273983235751143,0.399221390667905
2018-11-16,Palestine,Pakistan,2,1,Friendly,Al-Ram,Palestine,False,0,0,0,0,A_Both_Correct,0.8566346667137511,0.11406972020647584,0.02929561307977312,0.8897474547809044,0.07845928909938613,0.03179325611970942
2018-11-16,Argentina,Mexico,2,0,Friendly,Córdoba,Argentina,False,0,0,0,0,A_Both_Correct,0.5815203096792932,0.28079455048639373,0.137685139834313,0.551309250428817,0.27689615674419,0.171794592826993
2018-11-16,Brazil,Uruguay,1,0,Friendly,London,England,True,0,0,0,0,A_Both_Correct,0.5488095287970556,0.312219243255531,0.1389712279474134,0.5689663485561014,0.2752785074547717,0.1557551439891269
2018-11-16,Chile,Costa Rica,2,3,Friendly,Rancagua,Chile,False,2,2,0,0,D_Both_Wrong,0.5362827997308246,0.30913912988705,0.15457807038212545,0.5483081214615403,0.3027711366712394,0.14892074186722024
2018-11-16,Honduras,Panama,1,0,Friendly,Tegucigalpa,Honduras,False,0,0,0,0,A_Both_Correct,0.4601588838990425,0.3260552538948973,0.21378586220606016,0.4543505432724779,0.305862559528552,0.23978689719897012
2018-11-16,Japan,Venezuela,1,1,Kirin Challenge Cup,Ōita,Japan,False,1,1,0,0,D_Both_Wrong,0.6236940567948195,0.23945956914303726,0.13684637406214334,0.5503439609822055,0.2376023535980531,0.21205368541974143
2018-11-16,Gibraltar,Armenia,2,6,UEFA Nations League,Gibraltar,Gibraltar,False,2,2,2,2,A_Both_Correct,0.3242807321325146,0.2644359230478136,0.41128334481967166,0.22743887879741825,0.25563741842581705,0.5169237027767647
2018-11-17,Seychelles,Libya,1,8,African Cup of Nations qualification,Victoria,Seychelles,False,2,2,2,2,A_Both_Correct,0.08098877817114361,0.18732210669299834,0.731689115135858,0.052677826088009055,0.1580441550499651,0.789278018862026
2018-11-17,Namibia,Guinea-Bissau,0,0,African Cup of Nations qualification,Windhoek,Namibia,False,1,1,0,0,D_Both_Wrong,0.6382739285082493,0.24215994197894927,0.11956612951280145,0.5899346023311808,0.25916909023503926,0.15089630743377994
2018-11-17,Uganda,Cape Verde,1,0,African Cup of Nations qualification,Kira,Uganda,False,0,0,0,0,A_Both_Correct,0.6066373985728766,0.26554585071228576,0.12781675071483772,0.5848376182468279,0.2853987143016622,0.12976366745150983
2018-11-17,Cuba,Dominican Republic,1,0,CONCACAF Nations League qualification,Havana,Cuba,False,0,0,0,0,A_Both_Correct,0.6218257024128726,0.2099113430478161,0.16826295453931128,0.5684863490586846,0.2695835589110697,0.1619300920302458
2018-11-17,Jamaica,Suriname,2,1,CONCACAF Nations League qualification,Kingston,Jamaica,False,0,0,0,0,A_Both_Correct,0.7231441517560778,0.18601317205249715,0.09084267619142496,0.8242846573133205,0.11628471908899711,0.05943062359768234
2018-11-17,Comoros,Malawi,2,1,African Cup of Nations qualification,Moroni,Comoros,False,0,0,2,0,C_Rescued_R4_Correct,0.3434878447648337,0.27115779734635986,0.3853543578888065,0.42386444002752643,0.28673408708632325,0.2894014728861503
2018-11-17,Nicaragua,Haiti,0,2,CONCACAF Nations League qualification,Managua,Nicaragua,False,2,2,2,2,A_Both_Correct,0.2666173728870817,0.2605455048901905,0.4728371222227278,0.3055472711586132,0.2669605462064789,0.4274921826349079
2018-11-17,Gabon,Mali,0,1,African Cup of Nations qualification,Libreville,Gabon,False,2,2,0,0,D_Both_Wrong,0.45493628550692566,0.31440174284673106,0.23066197164634328,0.41463224813845434,0.3399116609954089,0.24545609086613662
2018-11-17,South Africa,Nigeria,1,1,African Cup of Nations qualification,Johannesburg,South Africa,False,1,1,0,1,C_Rescued_R4_Correct,0.3541881716344997,0.33651884599991694,0.30929298236558334,0.33163784097091586,0.34671166652765506,0.32165049250142913
2018-11-17,Gambia,Benin,3,1,African Cup of Nations qualification,Bakau,Gambia,False,0,0,0,0,A_Both_Correct,0.4106554790370315,0.31555111768091065,0.27379340328205803,0.371198137988927,0.3405680073745737,0.2882338546364992
2018-11-17,Cayman Islands,Saint Lucia,0,0,CONCACAF Nations League qualification,George Town,Cayman Islands,False,1,1,2,2,D_Both_Wrong,0.32184330229293345,0.23831448235392705,0.43984221535313955,0.3226750497883954,0.2534842019885141,0.4238407482230905
2018-11-17,Equatorial Guinea,Senegal,0,1,African Cup of Nations qualification,Bata,Equatorial Guinea,False,2,2,2,2,A_Both_Correct,0.13403870808080406,0.25925467338024716,0.6067066185389487,0.11021788214581069,0.258016142866158,0.6317659749880313
2018-11-17,Timor-Leste,Philippines,2,3,AFF Championship,Kuala Lumpur,Malaysia,True,2,2,2,2,A_Both_Correct,0.02578833045964839,0.07923959447143061,0.8949720750689211,0.03672482719614381,0.07835251038349957,0.8849226624203567
2018-11-17,Thailand,Indonesia,4,2,AFF Championship,Bangkok,Thailand,False,0,0,0,0,A_Both_Correct,0.7004833749424417,0.22321034460196396,0.07630628045559433,0.7458120529926427,0.18308547480576473,0.07110247220159245
2018-11-17,Vanuatu,New Caledonia,2,2,Friendly,Port Vila,Vanuatu,False,1,1,0,0,D_Both_Wrong,0.46290013069916075,0.264508586060681,0.27259128324015824,0.4048822153332883,0.301060034437562,0.29405775022914965
2018-11-17,Jordan,India,2,1,Friendly,Amman,Jordan,False,0,0,0,0,A_Both_Correct,0.7248235880689641,0.1785566355725165,0.09661977635851936,0.7925862467938687,0.14094617503585405,0.06646757817027737
2018-11-17,Australia,South Korea,1,1,Friendly,Brisbane,Australia,False,1,1,0,0,D_Both_Wrong,0.4422836852716598,0.3205241285003109,0.23719218622802915,0.4514061635873871,0.3031641650149691,0.24542967139764366
2018-11-17,Azerbaijan,Faroe Islands,2,0,UEFA Nations League,Baku,Azerbaijan,False,0,0,0,0,A_Both_Correct,0.7531169008704444,0.17632038671744688,0.07056271241210872,0.7238653148958819,0.19483499437057597,0.08129969073354212
2018-11-17,Malta,Kosovo,0,5,UEFA Nations League,Attard,Malta,False,2,2,2,2,A_Both_Correct,0.2197044208821999,0.2574857087133957,0.5228098704044044,0.19943968281012514,0.28344574246158444,0.5171145747282905
2018-11-17,Romania,Lithuania,3,0,UEFA Nations League,Ploiești,Romania,False,0,0,0,0,A_Both_Correct,0.8970011202574488,0.08470633019825898,0.018292549544292065,0.8558868669908773,0.11250516749822527,0.03160796551089733
2018-11-17,Serbia,Montenegro,2,1,UEFA Nations League,Belgrade,Serbia,False,0,0,0,0,A_Both_Correct,0.6955445860760406,0.21067782033787888,0.09377759358608051,0.6843615258438587,0.2175577951354714,0.09808067902067007
2018-11-17,Albania,Scotland,0,4,UEFA Nations League,Shkodër,Albania,False,2,2,0,2,C_Rescued_R4_Correct,0.34132768672202524,0.3237238984060743,0.3349484148719005,0.32981546658572464,0.3120677063568734,0.3581168270574019
2018-11-17,Turkey,Sweden,0,1,UEFA Nations League,Konya,Turkey,False,2,2,0,0,D_Both_Wrong,0.4641483039009895,0.31342917415975186,0.22242252193925857,0.3984421544566798,0.3127780357930428,0.28877980975027745
2018-11-17,Italy,Portugal,0,0,UEFA Nations League,Milan,Italy,False,1,1,0,0,D_Both_Wrong,0.41203984491253526,0.31953468532917195,0.2684254697582928,0.4225316788623039,0.27288885290042464,0.3045794682372714
2018-11-18,Barbados,United States Virgin Islands,3,0,CONCACAF Nations League qualification,Bridgetown,Barbados,False,0,0,0,0,A_Both_Correct,0.925358787386481,0.0430567899358754,0.03158442267764363,0.8820737625809826,0.06905707097817705,0.04886916644084032
2018-11-18,Lesotho,Tanzania,1,0,African Cup of Nations qualification,Maseru,Lesotho,False,0,0,0,0,A_Both_Correct,0.40426072118366463,0.31390787909064066,0.28183139972569454,0.4227269259763666,0.33201519393921036,0.245257880084423
2018-11-18,Saint Kitts and Nevis,Canada,0,1,CONCACAF Nations League qualification,Basseterre,Saint Kitts and Nevis,False,2,2,2,2,A_Both_Correct,0.2388002910751711,0.26353924427220127,0.49766046465262764,0.1647357785807378,0.2665000249579453,0.5687641964613168
2018-11-18,Madagascar,Sudan,1,3,African Cup of Nations qualification,Antananarivo,Madagascar,False,2,2,0,0,D_Both_Wrong,0.7017789563345064,0.2167155098981697,0.08150553376732403,0.6061032284029519,0.25485666290702413,0.13904010869002387
2018-11-18,Togo,Algeria,1,4,African Cup of Nations qualification,Lomé,Togo,False,2,2,0,0,D_Both_Wrong,0.3773967459140248,0.30966768210831197,0.31293557197766325,0.3787237290940033,0.2937433037614488,0.32753296714454777
2018-11-18,Mozambique,Zambia,1,0,African Cup of Nations qualification,Maputo,Mozambique,False,0,0,1,2,D_Both_Wrong,0.3273544125433693,0.34686464786652765,0.32578093959010296,0.30801937020758535,0.32264253887187805,0.3693380909205365
2018-11-18,Rwanda,Central African Republic,2,2,African Cup of Nations qualification,Butare,Rwanda,False,1,1,0,0,D_Both_Wrong,0.5770122975037657,0.24909679113033045,0.1738909113659039,0.6073961818025723,0.24286022677464625,0.14974359142278157
2018-11-18,Mauritania,Botswana,2,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,0,0,0,0,A_Both_Correct,0.5124370427546261,0.28081889891236034,0.20674405833301354,0.5635385286813299,0.280045003635438,0.15641646768323206
2018-11-18,Eswatini,Niger,1,2,African Cup of Nations qualification,Manzini,Eswatini,False,2,2,0,0,D_Both_Wrong,0.4535354449993955,0.2806194364606124,0.2658451185399922,0.4086309145641605,0.3187951215667799,0.2725739638690596
2018-11-18,Bahamas,Anguilla,1,1,CONCACAF Nations League qualification,Nassau,Bahamas,False,1,1,0,0,D_Both_Wrong,0.8063372365738983,0.09922472215827434,0.09443804126782732,0.7805490122541799,0.11623772924723243,0.1032132584985877
2018-11-18,Liberia,Zimbabwe,1,0,African Cup of Nations qualification,Monrovia,Liberia,False,0,0,2,0,C_Rescued_R4_Correct,0.3043047463045784,0.2903012029181368,0.40539405077728474,0.3576942552496793,0.2941849048465063,0.3481208399038145
2018-11-18,Turks and Caicos Islands,Saint Vincent and the Grenadines,3,2,CONCACAF Nations League qualification,Providenciales,Turks and Caicos Islands,False,0,0,2,2,D_Both_Wrong,0.193969018959397,0.15022012897466278,0.6558108520659403,0.199265925648207,0.15202501313734515,0.6487090612144477
2018-11-18,Ethiopia,Ghana,0,2,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,2,2,2,2,A_Both_Correct,0.18175671256242046,0.25968590175196044,0.5585573856856191,0.09708797072005683,0.22273427330367504,0.6801777559762681
2018-11-18,Angola,Burkina Faso,2,1,African Cup of Nations qualification,Luanda,Angola,False,0,0,2,2,D_Both_Wrong,0.32338745454201256,0.32049981944399974,0.3561127260139877,0.25082601111532254,0.3284965633323993,0.4206774255522782
2018-11-18,Yorkshire,Panjab,5,4,Friendly,Ossett,England,False,0,0,0,0,A_Both_Correct,0.5001359271771083,0.21939859163914388,0.2804654811837478,0.43112250212933256,0.19703749668098272,0.3718400011896847
2018-11-18,Switzerland,Belgium,5,2,UEFA Nations League,Lucerne,Switzerland,False,0,0,2,2,D_Both_Wrong,0.29338593771016896,0.2864517866449604,0.42016227564487063,0.2714589212367148,0.3397019497445404,0.38883912901874484
2018-11-18,England,Croatia,2,1,UEFA Nations League,London,England,False,0,0,0,0,A_Both_Correct,0.5458012730733808,0.2868520823552136,0.16734664457140555,0.5552215787342992,0.29482184539038936,0.14995657587531136
2018-11-18,Greece,Estonia,0,1,UEFA Nations League,Athens,Greece,False,2,2,0,0,D_Both_Wrong,0.6880735953100799,0.21931545759133975,0.09261094709858023,0.7048044052500032,0.21005747089936133,0.08513812385063532
2018-11-18,Hungary,Finland,2,0,UEFA Nations League,Budapest,Hungary,False,0,0,0,0,A_Both_Correct,0.4597222353889552,0.3289026824826702,0.2113750821283746,0.40213486542984117,0.34256876242545203,0.25529637214470685
2018-11-18,Northern Ireland,Austria,1,2,UEFA Nations League,Belfast,Northern Ireland,False,2,2,1,0,D_Both_Wrong,0.3514876650209176,0.351642612389345,0.2968697225897375,0.38271046112245266,0.33387883897798326,0.2834106998995642
2018-11-18,Moldova,Luxembourg,1,1,UEFA Nations League,Chișinău,Moldova,False,1,1,0,0,D_Both_Wrong,0.6019447103868991,0.23884126135751507,0.1592140282555857,0.5444783782829767,0.2726839892547261,0.18283763246229712
2018-11-18,Spain,Bosnia and Herzegovina,1,0,Friendly,Las Palmas,Spain,False,0,0,0,0,A_Both_Correct,0.7438280887699024,0.16682151262331793,0.08935039860677972,0.7135632492061363,0.19619471351202852,0.09024203728183514
2018-11-18,Congo,DR Congo,1,1,African Cup of Nations qualification,Brazzaville,Congo,False,1,1,0,0,D_Both_Wrong,0.36312169231938457,0.2816145294766442,0.3552637782039711,0.3651946715046545,0.3005786871401252,0.33422664135522034
2018-11-18,Guinea,Ivory Coast,1,1,African Cup of Nations qualification,Conakry,Guinea,False,1,1,1,0,B_Regression_R4_Wrong,0.33139742232481223,0.3352026939225762,0.3333998837526116,0.36195682303782317,0.3312296298521484,0.30681354711002834
2018-11-18,San Marino,Belarus,0,2,UEFA Nations League,Serravalle,San Marino,False,2,2,2,2,A_Both_Correct,0.013747716700927677,0.05772620555173732,0.9285260777473351,0.023147812829638747,0.05566954639127017,0.9211826407790911
2018-11-19,North Macedonia,Gibraltar,4,0,UEFA Nations League,Skopje,North Macedonia,False,0,0,0,0,A_Both_Correct,0.8845638657674454,0.07115669643033079,0.044279437802223987,0.9269272257076101,0.044220168571447525,0.028852605720942455
2018-11-19,Martinique,Antigua and Barbuda,4,2,CONCACAF Nations League qualification,Fort-de-France,Martinique,False,0,0,0,0,A_Both_Correct,0.7465730628053995,0.17905565053427988,0.07437128666032061,0.7613350438695237,0.1656084909532209,0.0730564651772555
2018-11-19,Curaçao,Guadeloupe,6,0,CONCACAF Nations League qualification,Willemstad,Curaçao,False,0,0,0,0,A_Both_Correct,0.5891048153800023,0.21809993275077227,0.1927952518692255,0.6193210885197943,0.24104744909186024,0.13963146238834537
2018-11-19,Oman,Bahrain,2,1,Friendly,Muscat,Oman,False,0,0,0,0,A_Both_Correct,0.4861642764330843,0.31552863536586645,0.19830708820104925,0.5333277114862182,0.3221651521250382,0.1445071363887436
2018-11-19,Iceland,Qatar,2,2,Friendly,Eupen,Belgium,True,1,1,0,0,D_Both_Wrong,0.46429189073323746,0.2425271638294645,0.2931809454372981,0.5312308512897492,0.26957843663296366,0.1991907120772871
2018-11-19,Georgia,Kazakhstan,2,1,UEFA Nations League,Tbilisi,Georgia,False,0,0,0,0,A_Both_Correct,0.705815784265999,0.2064372240262112,0.08774699170778989,0.71938703472435,0.19302005591765337,0.08759290935799675
2018-11-19,Liechtenstein,Armenia,2,2,UEFA Nations League,Vaduz,Liechtenstein,False,1,1,2,2,D_Both_Wrong,0.11045787235787552,0.2117588178815424,0.677783309760582,0.11725776351781644,0.22281644342233756,0.659925793059846
2018-11-19,Cyprus,Norway,0,2,UEFA Nations League,Nicosia,Cyprus,False,2,2,2,2,A_Both_Correct,0.24690760577074983,0.2967444077958733,0.4563479864333768,0.26867967559914535,0.2937324251222748,0.4375878992785799
2018-11-19,Bulgaria,Slovenia,1,1,UEFA Nations League,Sofia,Bulgaria,False,1,1,0,0,D_Both_Wrong,0.5767102644805279,0.25558084935059683,0.16770888616887528,0.5815764037328545,0.243492314727245,0.1749312815399005
2018-11-19,Denmark,Republic of Ireland,0,0,UEFA Nations League,Aarhus,Denmark,False,1,1,0,0,D_Both_Wrong,0.6042613098226591,0.27533282060318537,0.12040586957415547,0.5822275637332552,0.28108197523858097,0.1366904610281638
2018-11-19,Czech Republic,Slovakia,1,0,UEFA Nations League,Prague,Czech Republic,False,0,0,0,0,A_Both_Correct,0.39324900502504034,0.32094503184292034,0.28580596313203926,0.3924564714348653,0.3208697029301958,0.2866738256349389
2018-11-19,Germany,Netherlands,2,2,UEFA Nations League,Gelsenkirchen,Germany,False,1,1,0,0,D_Both_Wrong,0.4870257945372909,0.28401780743498184,0.22895639802772721,0.5022714695540782,0.26982669162389467,0.2279018388220272
2018-11-19,Andorra,Latvia,0,0,UEFA Nations League,Andorra la Vella,Andorra,False,1,1,2,2,D_Both_Wrong,0.20688770040948,0.31978670566365075,0.4733255939268693,0.29154299753210416,0.340260895158704,0.36819610730919183
2018-11-20,Jordan,Saudi Arabia,1,1,Friendly,Amman,Jordan,False,1,1,0,2,D_Both_Wrong,0.3684846097682163,0.3202201558527228,0.31129523437906087,0.32481900041532197,0.32450204952037504,0.35067895006430305
2018-11-20,South Korea,Uzbekistan,4,0,Friendly,Brisbane,Australia,True,0,0,0,0,A_Both_Correct,0.4448547714051358,0.3244572348364106,0.23068799375845364,0.4127808139867047,0.33616791476435104,0.25105127124894433
2018-11-20,Kuwait,Syria,1,2,Friendly,Al Farwaniyah,Kuwait,False,2,2,0,0,D_Both_Wrong,0.36385378720384864,0.34314438763853455,0.29300182515761675,0.35210229189587394,0.34285945060376294,0.30503825750036306
2018-11-20,Nigeria,Uganda,0,0,Friendly,Asaba,Nigeria,False,1,1,0,0,D_Both_Wrong,0.6791905372092436,0.2113803105480351,0.10942915224272115,0.752080973940868,0.1747033962338331,0.07321562982529889
2018-11-20,Panama,Ecuador,1,2,Friendly,Panama City,Panama,False,2,2,2,2,A_Both_Correct,0.2887329134246038,0.31524305691086263,0.3960240296645336,0.2594837796073037,0.2994774940223657,0.44103872637033065
2018-11-20,Peru,Costa Rica,2,3,Friendly,Arequipa,Peru,False,2,2,0,0,D_Both_Wrong,0.5790338855206442,0.2803657605286415,0.1406003539507142,0.5403630759810589,0.30025471582708607,0.15938220819185495
2018-11-20,South Africa,Paraguay,1,1,Friendly,Durban,South Africa,False,1,1,0,2,D_Both_Wrong,0.39181491765780424,0.3275171370472566,0.28066794529493905,0.24811442607283957,0.30015140601078055,0.45173416791637994
2018-11-20,United Arab Emirates,Yemen,2,0,Friendly,Dubai,United Arab Emirates,False,0,0,0,0,A_Both_Correct,0.7704028547099184,0.1587452013713365,0.07085194391874503,0.805995361003662,0.14296491613745863,0.05103972285887925
2018-11-20,Turkey,Ukraine,0,0,Friendly,Antalya,Turkey,False,1,1,0,0,D_Both_Wrong,0.42418187851455763,0.30043993695713644,0.2753781845283058,0.4051377848287954,0.3213142324035638,0.27354798276764075
2018-11-20,Myanmar,Vietnam,0,0,AFF Championship,Yangon,Myanmar,False,1,1,2,2,D_Both_Wrong,0.22428282797748256,0.25652018259187886,0.5191969894306386,0.2403453405362282,0.27859589541190716,0.48105876405186476
2018-11-20,Cambodia,Laos,3,1,AFF Championship,Phnom Penh,Cambodia,False,0,0,0,0,A_Both_Correct,0.6655984220415962,0.18621490961014767,0.148186668348256,0.6291253384750735,0.21084301545327824,0.16003164607164835
2018-11-20,Sint Maarten,Dominica,0,2,CONCACAF Nations League qualification,The Valley,Anguilla,True,2,2,2,2,A_Both_Correct,0.37674207738703097,0.1472230831750808,0.4760348394378884,0.38975161684785287,0.17756280962212137,0.4326855735300258
2018-11-20,French Guiana,Guyana,2,1,CONCACAF Nations League qualification,Cayenne,French Guiana,False,0,0,0,0,A_Both_Correct,0.5298748371581707,0.2447474512239237,0.22537771161790554,0.5706489730577015,0.26057226108940096,0.16877876585289744
2018-11-20,Japan,Kyrgyzstan,4,0,Kirin Challenge Cup,Toyota,Japan,False,0,0,0,0,A_Both_Correct,0.8925918893864124,0.08409236563571773,0.023315744977869982,0.9231603117985133,0.049613023425566796,0.027226664775919826
2018-11-20,Tunisia,Morocco,0,1,Friendly,Radès,Tunisia,False,2,2,0,0,D_Both_Wrong,0.3669041381093133,0.3347638953157664,0.2983319665749202,0.3638414929287098,0.3437293170564799,0.2924291900148102
2018-11-20,Italy,United States,1,0,Friendly,Genk,Belgium,True,0,0,0,0,A_Both_Correct,0.4688941413137744,0.2984677689354259,0.23263808975079983,0.3716990341084755,0.3175614510161633,0.3107395148753612
2018-11-20,Chile,Honduras,4,1,Friendly,Temuco,Chile,False,0,0,0,0,A_Both_Correct,0.6879707172186785,0.20941011250635802,0.10261917027496341,0.7466771111461523,0.18831817914840226,0.06500470970544531
2018-11-20,Iran,Venezuela,1,1,Friendly,Doha,Qatar,True,1,1,0,0,D_Both_Wrong,0.4463990474960949,0.3320686746529825,0.2215322778509225,0.4023140062716497,0.3110897054436772,0.28659628828467315
2018-11-20,Portugal,Poland,1,1,UEFA Nations League,Guimarães,Portugal,False,1,1,0,0,D_Both_Wrong,0.6784127469770868,0.21749670203012395,0.1040905509927894,0.5780956834026301,0.29617082192853306,0.1257334946688369
2018-11-20,Sweden,Russia,2,0,UEFA Nations League,Stockholm,Sweden,False,0,0,0,0,A_Both_Correct,0.461738438996554,0.30906823039233305,0.22919333061111297,0.4113576421322255,0.32356592560138175,0.2650764322663928
2018-11-20,Scotland,Israel,3,2,UEFA Nations League,Glasgow,Scotland,False,0,0,0,0,A_Both_Correct,0.670467681722867,0.20352561202577768,0.12600670625135535,0.6467343912616643,0.21452378384606846,0.13874182489226725
2018-11-20,Montenegro,Romania,0,1,UEFA Nations League,Podgorica,Montenegro,False,2,2,2,2,A_Both_Correct,0.27798262621982406,0.2850391032427493,0.4369782705374267,0.3149021480960378,0.3018565616907838,0.3832412902131784
2018-11-20,Serbia,Lithuania,4,1,UEFA Nations League,Belgrade,Serbia,False,0,0,0,0,A_Both_Correct,0.9117195721313481,0.07151893099966426,0.016761496868987483,0.9096164636399667,0.06835024477029253,0.022033291589740652
2018-11-20,Kosovo,Azerbaijan,4,0,UEFA Nations League,Pristina,Kosovo,False,0,0,0,0,A_Both_Correct,0.66373116698487,0.21729602629063896,0.11897280672449098,0.6717897494149949,0.21335668634276642,0.11485356424223865
2018-11-20,Albania,Wales,1,0,Friendly,Elbasan,Albania,False,0,0,2,2,D_Both_Wrong,0.2686957627715255,0.3061985358695056,0.425105701358969,0.2146199716149476,0.30002686883637875,0.48535315954867364
2018-11-20,Malta,Faroe Islands,1,1,UEFA Nations League,Attard,Malta,False,1,1,0,0,D_Both_Wrong,0.40051534765804203,0.2615553392637025,0.3379293130782556,0.4950564167649359,0.25677654096437225,0.24816704227069178
2018-11-20,Australia,Lebanon,3,0,Friendly,Sydney,Australia,False,0,0,0,0,A_Both_Correct,0.7214847683777202,0.18093657293168366,0.09757865869059602,0.7763685808679117,0.1568301576734026,0.06680126145868552
2018-11-20,Brazil,Cameroon,1,0,Friendly,London,England,True,0,0,0,0,A_Both_Correct,0.7759484536204749,0.1884438924845962,0.03560765389492879,0.7794812529946087,0.17304121435341585,0.047477532651975386
2018-11-20,Iraq,Bolivia,0,0,Friendly,Al-Ain,Iraq,False,1,1,0,0,D_Both_Wrong,0.5586290296283873,0.26798859519017704,0.17338237518143554,0.48599262359779083,0.2978154132827346,0.2161919631194747
2018-11-20,China,Palestine,1,1,Friendly,Wuhan,China,False,1,1,0,0,D_Both_Wrong,0.6871524449805129,0.20814693056789293,0.1047006244515942,0.7654863308052064,0.1632169707153952,0.07129669847939848
2018-11-20,El Salvador,Haiti,1,0,Friendly,San Salvador,El Salvador,False,0,0,0,0,A_Both_Correct,0.41660236713492715,0.30149208273123956,0.28190555013383317,0.4386840893320783,0.2940749525258302,0.26724095814209164
2018-11-20,France,Uruguay,1,0,Friendly,Paris,France,False,0,0,0,0,A_Both_Correct,0.48177304887129635,0.31189717238035775,0.2063297787483459,0.540288870778954,0.2749558024479374,0.18475532677310852
