date,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral,outcome,actual_outcome,champion_pred,r4_pred,category,champion_p_away,champion_p_draw,champion_p_home,r4_p_away,r4_p_draw,r4_p_home
2023-11-20,Curaçao,El Salvador,1,1,Friendly,Willemstad,Curaçao,False,1,1,1,0,B_Regression_R4_Wrong,0.3731840213560495,0.38602491016478807,0.2407910684791624,0.35065469900682167,0.3342272614175658,0.3151180395756126
2023-11-21,Romania,Switzerland,1,0,UEFA Euro qualification,Bucharest,Romania,False,0,0,0,2,B_Regression_R4_Wrong,0.3430759319916399,0.31873245361788627,0.3381916143904739,0.3368178766734172,0.3035970150573233,0.35958510826925943
2023-11-21,Saint Vincent and the Grenadines,Belize,3,0,CONCACAF Nations League,Saint George's,Saint Vincent and the Grenadines,False,0,0,0,2,B_Regression_R4_Wrong,0.38124772293997744,0.2620236150278174,0.3567286620322052,0.3428285816623562,0.19826834576148386,0.45890307257616
2024-01-27,Nigeria,Cameroon,2,0,African Cup of Nations,Abidjan,Ivory Coast,True,0,0,0,2,B_Regression_R4_Wrong,0.3994368525272376,0.3039200584705213,0.2966430890022412,0.34017267560563474,0.30676328915975987,0.3530640352346054
2024-03-20,San Marino,Saint Kitts and Nevis,1,3,Friendly,Serravalle,San Marino,False,2,2,2,0,B_Regression_R4_Wrong,0.14965825830471866,0.19702963819357827,0.653312103501703,0.3825655096868687,0.284885353688181,0.3325491366249502
2024-03-26,Tonga,Cook Islands,0,1,Oceania Nations Cup qualification,Nuku'alofa,Tonga,False,2,2,2,0,B_Regression_R4_Wrong,0.39016130056382403,0.2110247856257156,0.3988139138104604,0.4925756666808666,0.20432748742322868,0.3030968458959048
2024-06-04,Republic of Ireland,Hungary,2,1,Friendly,Dublin,Republic of Ireland,False,0,0,0,2,B_Regression_R4_Wrong,0.3491248317667746,0.3234701058722961,0.3274050623609293,0.2852309905616213,0.34189949301057604,0.3728695164278027
2024-06-11,South Sudan,Sudan,0,3,FIFA World Cup qualification,Juba,South Sudan,False,2,2,2,0,B_Regression_R4_Wrong,0.3083073264592702,0.2845549865683092,0.40713768697242053,0.37185758672014224,0.29524087414807043,0.3329015391317874
2024-06-15,Hungary,Switzerland,1,3,UEFA Euro,Cologne,Germany,True,2,2,2,0,B_Regression_R4_Wrong,0.3082332517609049,0.28405223607638846,0.40771451216270665,0.3655781834626702,0.33369439314191707,0.3007274233954128
2024-07-02,Costa Rica,Paraguay,2,1,Copa América,Austin,United States,True,0,0,0,2,B_Regression_R4_Wrong,0.35063451469052176,0.3086042655129846,0.3407612197964937,0.2862443597214022,0.28847127503362935,0.42528436524496843
2024-09-05,San Marino,Liechtenstein,1,0,UEFA Nations League,Serravalle,San Marino,False,0,0,0,2,B_Regression_R4_Wrong,0.4590412163655007,0.225654360264216,0.31530442337028336,0.34147797690563225,0.30592739655366213,0.35259462654070556
2024-09-09,Guadeloupe,Suriname,1,0,CONCACAF Nations League,Le Gosier,Guadeloupe,False,0,0,0,2,B_Regression_R4_Wrong,0.44405683636540233,0.260044402122436,0.2958987615121616,0.34258223953041733,0.29453478955966894,0.3628829709099137
2024-10-13,Liechtenstein,Gibraltar,0,0,UEFA Nations League,Vaduz,Liechtenstein,False,1,1,1,0,B_Regression_R4_Wrong,0.3554347352918387,0.3571366504473,0.2874286142608614,0.3919382095143551,0.33506115621888355,0.27300063426676136
2024-10-13,Armenia,North Macedonia,0,2,UEFA Nations League,Yerevan,Armenia,False,2,2,2,0,B_Regression_R4_Wrong,0.34695546601415017,0.3056394930641341,0.34740504092171576,0.3769855473754212,0.3087473106612747,0.3142671419633042
2024-11-14,Saint Kitts and Nevis,Cuba,2,1,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False,0,0,0,2,B_Regression_R4_Wrong,0.39903375476056246,0.2968512415410006,0.3041150036984369,0.3341812273682934,0.28481987286860316,0.38099889976310336
2024-11-15,Uganda,South Africa,0,2,African Cup of Nations qualification,Kampala,Uganda,False,2,2,2,0,B_Regression_R4_Wrong,0.31464018296250057,0.3111713284519359,0.37418848858556353,0.37420753747805163,0.3134282121654497,0.31236425035649873
2024-12-31,Oman,Saudi Arabia,2,1,Gulf Cup,Sulaibikhat,Kuwait,True,0,0,0,2,B_Regression_R4_Wrong,0.35754498308126414,0.31961644938497524,0.32283856753376056,0.3352765676611975,0.2935307027014828,0.3711927296373198
2025-01-10,Zanzibar,Kenya,1,0,Mapinduzi Cup,Gombani,Zanzibar,False,0,0,0,2,B_Regression_R4_Wrong,0.4010703507930365,0.30967443209832757,0.289255217108636,0.32394231209507346,0.33741386601870965,0.33864382188621694
2025-03-20,Denmark,Portugal,1,0,UEFA Nations League,Copenhagen,Denmark,False,0,0,0,2,B_Regression_R4_Wrong,0.3413521143640269,0.32356123676456217,0.3350866488714109,0.3296040347937808,0.2894928609620494,0.38090310424416973
2025-03-21,Rwanda,Nigeria,0,2,FIFA World Cup qualification,Kigali,Rwanda,False,2,2,2,0,B_Regression_R4_Wrong,0.25320853352563943,0.3325715691666658,0.4142198973076947,0.3484291548665149,0.3333949369193595,0.3181759082141255
2025-03-25,Mauritania,DR Congo,0,2,FIFA World Cup qualification,Nouadhibou,Mauritania,False,2,2,2,0,B_Regression_R4_Wrong,0.323234376457167,0.3092478923202132,0.3675177312226199,0.3717427423281523,0.3062322178746756,0.3220250397971721
2025-03-25,Benin,South Africa,0,2,FIFA World Cup qualification,Abidjan,Ivory Coast,True,2,2,2,0,B_Regression_R4_Wrong,0.2540468798269393,0.2779788683820394,0.4679742517910213,0.3814274131915248,0.29899763248111827,0.3195749543273569
2025-03-25,Kuwait,Oman,0,1,FIFA World Cup qualification,Kuwait City,Kuwait,False,2,2,2,0,B_Regression_R4_Wrong,0.3327897558046228,0.2850312397745824,0.38217900442079483,0.3583625465122993,0.2935768629605196,0.34806059052718097
2025-03-25,Chile,Ecuador,0,0,FIFA World Cup qualification,Santiago,Chile,False,1,1,1,0,B_Regression_R4_Wrong,0.35523463266254285,0.3728887533713804,0.2718766139660767,0.3736739618009237,0.32145065736742656,0.3048753808316497
2025-06-05,Ecuador,Brazil,0,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,1,1,1,2,B_Regression_R4_Wrong,0.3034093750397781,0.3485236682514535,0.3480669567087684,0.3047946929394203,0.30518042243324567,0.39002488462733403
2025-06-10,New Zealand,Ukraine,1,2,Canadian Shield,Toronto,Canada,True,2,2,2,0,B_Regression_R4_Wrong,0.35851625974506274,0.20589191585778777,0.4355918243971495,0.44594056651099506,0.25680852098837403,0.2972509125006308
2025-06-10,Puerto Rico,Saint Vincent and the Grenadines,2,1,FIFA World Cup qualification,Mayagüez,Puerto Rico,False,0,0,0,2,B_Regression_R4_Wrong,0.41979534705171423,0.2336827269694503,0.34652192597883547,0.3733771660759994,0.2492767473525654,0.3773460865714351
2025-06-10,Peru,Ecuador,0,0,FIFA World Cup qualification,Lima,Peru,False,1,1,1,0,B_Regression_R4_Wrong,0.3290578821842943,0.404054569573996,0.26688754824170957,0.34382743561834134,0.34070372907027263,0.315468835311386
2025-09-04,Luxembourg,Northern Ireland,1,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,2,2,2,0,B_Regression_R4_Wrong,0.34073113340155253,0.3120816899572495,0.3471871766411979,0.3673452252147478,0.30782768234292607,0.3248270924423262
2025-09-08,Malaysia,Palestine,1,0,Friendly,Johor,Malaysia,False,0,0,0,2,B_Regression_R4_Wrong,0.36714256120391503,0.28569711609385806,0.3471603227022269,0.3153912734805487,0.30458718633822135,0.38002154018122997
2025-09-09,Sri Lanka,Maldives,1,1,Friendly,Colombo,Sri Lanka,False,1,1,1,0,B_Regression_R4_Wrong,0.32575050374933684,0.3515063081797418,0.3227431880709214,0.3478246367794658,0.33386723070396807,0.31830813251656614
2025-09-09,New Zealand,Australia,1,3,Soccer Ashes,Auckland,New Zealand,False,2,2,2,0,B_Regression_R4_Wrong,0.33373678452059163,0.29937272301634943,0.36689049246305894,0.37169212249539985,0.29784277473906046,0.3304651027655397
2025-10-08,Ethiopia,Guinea-Bissau,1,0,FIFA World Cup qualification,Kigali,Rwanda,True,0,0,0,2,B_Regression_R4_Wrong,0.38695125481410114,0.2835749167065181,0.3294738284793807,0.36137145259487685,0.2723602858419926,0.3662682615631305
2025-10-10,Northern Ireland,Slovakia,2,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,0,0,0,2,B_Regression_R4_Wrong,0.34736651663453927,0.31520158521819186,0.3374318981472689,0.3269903977201663,0.3204190808013541,0.3525905214784795
2025-10-10,United States,Ecuador,1,1,Friendly,Austin,United States,False,1,1,1,2,B_Regression_R4_Wrong,0.30959366432385027,0.3766071724475939,0.31379916322855583,0.27094306470386736,0.35361284896480044,0.37544408633133214
2025-11-15,Mexico,Uruguay,0,0,Friendly,Torreón,Mexico,False,1,1,1,0,B_Regression_R4_Wrong,0.32661545538420567,0.34834634098822026,0.32503820362757413,0.37276585579918947,0.32856381221279185,0.2986703319880186
2026-03-26,Brazil,France,1,2,Friendly,Foxborough,United States,True,2,2,2,0,B_Regression_R4_Wrong,0.34593897588723527,0.2945734941719279,0.35948752994083694,0.396147440831336,0.27111186301016854,0.3327406961584954
2026-03-26,Cyprus,Belarus,0,1,Friendly,Nicosia,Cyprus,False,2,2,2,0,B_Regression_R4_Wrong,0.34343527906410987,0.26092000850135116,0.39564471243453886,0.360230982260233,0.2873161166884836,0.35245290105128335
2026-03-28,American Samoa,Guam,0,6,FIFA Series,Bayamón,Puerto Rico,True,2,2,2,0,B_Regression_R4_Wrong,0.24756876595613977,0.14828764469801686,0.6041435893458433,0.4432354243146821,0.15784753661927695,0.398917039066041
2026-03-28,Senegal,Peru,2,0,Friendly,Paris,France,True,0,0,0,2,B_Regression_R4_Wrong,0.37228507098051467,0.32802879764592574,0.2996861313735595,0.3279024614821369,0.29161392758461696,0.3804836109332462
2026-03-29,Colombia,France,1,3,Friendly,Landover,United States,True,2,2,2,0,B_Regression_R4_Wrong,0.3362161964780035,0.24345605994701597,0.42032774357498043,0.37324972562208847,0.26917766364941415,0.35757261072849733
2026-03-29,Armenia,Belarus,1,2,Friendly,Yerevan,Armenia,False,2,2,2,0,B_Regression_R4_Wrong,0.318244550985586,0.2716117144020287,0.41014373461238535,0.3613225451178523,0.2786415468751502,0.3600359080069974
2026-03-31,Iraq,Bolivia,2,1,FIFA World Cup qualification,Guadalupe,Mexico,True,0,0,0,2,B_Regression_R4_Wrong,0.43709711520332983,0.27199296806581685,0.2909099167308535,0.27855419437705936,0.2851945511388625,0.43625125448407825
2026-03-31,Morocco,Paraguay,2,1,Friendly,Lens,France,True,0,0,0,2,B_Regression_R4_Wrong,0.41292863313602873,0.2958584688012948,0.2912128980626764,0.3280650727723424,0.32977673995121365,0.3421581872764439
2026-03-31,Ivory Coast,Scotland,1,0,Friendly,Liverpool,England,True,0,0,0,2,B_Regression_R4_Wrong,0.3887316275342443,0.27487822927941985,0.33639014318633587,0.33481734192422724,0.26861700784997977,0.39656565022579293
2026-05-28,Egypt,Russia,1,0,Friendly,Cairo,Egypt,False,0,0,0,2,B_Regression_R4_Wrong,0.3897410571089803,0.3270819524841199,0.28317699040689975,0.3179756265473632,0.33821545340646214,0.3438089200461746
2026-06-09,Kyrgyzstan,Palestine,0,0,Friendly,Bishkek,Kyrgyzstan,False,1,1,1,0,B_Regression_R4_Wrong,0.3197782097406629,0.3415284548532601,0.33869333540607693,0.36930074960135906,0.3381836062552399,0.2925156441434011
2026-06-21,New Zealand,Egypt,1,3,FIFA World Cup,Vancouver,Canada,True,2,2,2,0,B_Regression_R4_Wrong,0.26895693932134807,0.2655834269763285,0.4654596337023235,0.3818896009365715,0.27293164844659157,0.34517875061683706
2026-06-27,DR Congo,Uzbekistan,3,1,FIFA World Cup,Atlanta,United States,True,0,0,0,2,B_Regression_R4_Wrong,0.37509483595837934,0.2800003190791285,0.3449048449624922,0.3437019703434743,0.29965155628694157,0.35664647336958416
