seq_len,val_accuracy,val_log_loss,val_norm_rps,val_ece,runtime_seconds
5,0.5871321407963069,0.8956662569092231,0.17749764751849387,0.012875898753607699,43.80994749069214
8,0.5889978842085016,0.8949707985669693,0.17727724626057442,0.016167845207354578,45.2693076133728
10,0.587536064627813,0.8939482262074493,0.17706623702914437,0.01449527305543255,46.02606678009033
15,0.5886131948451626,0.8934592488167151,0.17689877950036612,0.015817385603973333,44.152727127075195
20,0.5900557799576842,0.8929283651422478,0.17681250933292159,0.015768380325702405,44.366634368896484
