date,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral,outcome,actual_outcome,champion_pred,r4_pred,category,champion_p_away,champion_p_draw,champion_p_home,r4_p_away,r4_p_draw,r4_p_home
2018-10-11,Bahrain,Syria,0,1,Friendly,East Riffa,Bahrain,False,2,2,0,2,C_Rescued_R4_Correct,0.36407977081939746,0.3588783514695616,0.277041877711041,0.29299046707177934,0.34322700876158385,0.3637825241666369
2018-10-12,Bahamas,Antigua and Barbuda,0,6,CONCACAF Nations League qualification,Nassau,Bahamas,False,2,2,0,2,C_Rescued_R4_Correct,0.49172842215331797,0.20892881796300453,0.2993427598836774,0.32174705479176224,0.20761822794654222,0.4706347172616956
2018-10-12,Peru,Chile,3,0,Friendly,Miami Gardens,United States,True,0,0,2,0,C_Rescued_R4_Correct,0.30868705665575447,0.33132233693689467,0.35999060640735087,0.34192730766476775,0.3388981303347905,0.31917456200044175
2018-10-16,Tanzania,Cape Verde,2,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,0,0,2,0,C_Rescued_R4_Correct,0.3482979628004634,0.2769841310461045,0.37471790615343226,0.36107134926003065,0.2958451118240109,0.34308353891595855
2018-11-09,Singapore,Indonesia,1,0,AFF Championship,Kallang,Singapore,False,0,0,1,0,C_Rescued_R4_Correct,0.3468785247205427,0.36433950580035956,0.2887819694790978,0.40327176777471,0.33454343913309154,0.2621847930921985
2018-11-17,Comoros,Malawi,2,1,African Cup of Nations qualification,Moroni,Comoros,False,0,0,2,0,C_Rescued_R4_Correct,0.3434878447648337,0.27115779734635986,0.3853543578888065,0.42386444002752643,0.28673408708632325,0.2894014728861503
2018-11-17,South Africa,Nigeria,1,1,African Cup of Nations qualification,Johannesburg,South Africa,False,1,1,0,1,C_Rescued_R4_Correct,0.3541881716344997,0.33651884599991694,0.30929298236558334,0.33163784097091586,0.34671166652765506,0.32165049250142913
2018-11-17,Albania,Scotland,0,4,UEFA Nations League,Shkodër,Albania,False,2,2,0,2,C_Rescued_R4_Correct,0.34132768672202524,0.3237238984060743,0.3349484148719005,0.32981546658572464,0.3120677063568734,0.3581168270574019
2018-11-18,Liberia,Zimbabwe,1,0,African Cup of Nations qualification,Monrovia,Liberia,False,0,0,2,0,C_Rescued_R4_Correct,0.3043047463045784,0.2903012029181368,0.40539405077728474,0.3576942552496793,0.2941849048465063,0.3481208399038145
2019-03-25,Catalonia,Venezuela,2,1,Friendly,Girona,Spain,False,0,0,2,0,C_Rescued_R4_Correct,0.35159763428166857,0.2716667456816006,0.3767356200367307,0.38023385785098124,0.29111499357749787,0.328651148571521
2019-05-26,Mozambique,Namibia,1,2,COSAFA Cup,Durban,South Africa,True,2,2,0,2,C_Rescued_R4_Correct,0.3586911226104394,0.2867056731272106,0.35460320426235,0.3128397420599762,0.2982892795357724,0.3888709784042514
2019-05-29,Comoros,Mauritius,2,1,COSAFA Cup,Durban,South Africa,True,0,0,2,0,C_Rescued_R4_Correct,0.34826264644883925,0.2765131402504978,0.375224213300663,0.47416306538946057,0.2659306597123995,0.25990627489813983
2019-06-06,Cambodia,Pakistan,2,0,FIFA World Cup qualification,Phnom Penh,Cambodia,False,0,0,2,0,C_Rescued_R4_Correct,0.36724687952144297,0.25939643768054,0.3733566827980171,0.39146570616992055,0.2859230532870055,0.32261124054307383
2019-06-08,Sápmi,Székely Land,3,2,CONIFA European Football Cup,Askeran,Azerbaijan,True,0,0,2,0,C_Rescued_R4_Correct,0.4050162528479097,0.16404626166575875,0.4309374854863316,0.4825498723458663,0.13765756449055502,0.3797925631635787
2019-06-08,Finland,Bosnia and Herzegovina,2,0,UEFA Euro qualification,Tampere,Finland,False,0,0,2,0,C_Rescued_R4_Correct,0.32014236767848514,0.32329776677825095,0.35655986554326385,0.3367323817975324,0.33422415357843305,0.32904346462403455
2019-06-14,Madagascar,Mauritania,1,3,Friendly,Marrakesh,Morocco,True,2,2,0,2,C_Rescued_R4_Correct,0.40233125910691453,0.30095671396118856,0.29671202693189697,0.32181155849112,0.2990190040909552,0.3791694374179248
2019-07-08,Tahiti,Fiji,1,2,Pacific Games,Apia,Samoa,True,2,2,0,2,C_Rescued_R4_Correct,0.3701471478392184,0.26000482586034107,0.36984802630044045,0.3457226314371507,0.2683774226049077,0.38589994595794164
2019-07-15,Tahiti,New Caledonia,0,3,Pacific Games,Apia,Samoa,True,2,2,0,2,C_Rescued_R4_Correct,0.3741350186506778,0.25598991195208803,0.36987506939723425,0.35148696696139053,0.2527435286704282,0.3957695043681813
2019-09-04,Mauritius,Mozambique,0,1,FIFA World Cup qualification,Belle Vue Maurel,Mauritius,False,2,2,0,2,C_Rescued_R4_Correct,0.35033235480987046,0.32479990597955094,0.3248677392105786,0.33642494637267223,0.32105017904976657,0.34252487457756126
2019-09-10,Jordan,Paraguay,2,4,Friendly,Amman,Jordan,False,2,2,1,2,C_Rescued_R4_Correct,0.3484304585948533,0.35668187287656616,0.29488766852858045,0.21017858762643232,0.2834830140012732,0.5063383983722944
2019-10-14,Dominica,Nicaragua,0,4,CONCACAF Nations League,Roseau,Dominica,False,2,2,0,2,C_Rescued_R4_Correct,0.41546767443173593,0.2729162315376296,0.31161609403063456,0.3476710000031275,0.26537048673250413,0.38695851326436836
2019-11-14,Belize,French Guiana,2,0,CONCACAF Nations League,Belmopan,Belize,False,0,0,2,0,C_Rescued_R4_Correct,0.344212340127959,0.2908779410552015,0.36490971881683953,0.35406462409103223,0.30128944967520976,0.3446459262337581
2019-11-15,Armenia,Greece,0,1,UEFA Euro qualification,Yerevan,Armenia,False,2,2,0,2,C_Rescued_R4_Correct,0.38086221397995895,0.2883704092347064,0.33076737678533463,0.32220418225178343,0.27056284706763273,0.40723297068058384
2019-11-18,Republic of Ireland,Denmark,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,1,1,0,1,C_Rescued_R4_Correct,0.3924183429854716,0.33614927675826045,0.271432380256268,0.3391961442562348,0.3416351223286874,0.3191687334150778
2019-12-02,Kuwait,Bahrain,2,4,Gulf Cup,Doha,Qatar,True,2,2,0,2,C_Rescued_R4_Correct,0.36387825874722174,0.30059248034180525,0.33552926091097296,0.31894330266636717,0.28205385404136696,0.3990028432922659
2020-10-12,United Arab Emirates,Uzbekistan,1,2,Friendly,Dubai,United Arab Emirates,False,2,2,0,2,C_Rescued_R4_Correct,0.37434631277813785,0.3247774237623507,0.3008762634595114,0.31808066110913225,0.3315761456604727,0.35034319323039503
2020-10-14,Finland,Republic of Ireland,1,0,UEFA Nations League,Helsinki,Finland,False,0,0,2,0,C_Rescued_R4_Correct,0.33092974814156645,0.3316354941293579,0.33743475772907566,0.38138309494107125,0.3280614207363818,0.29055548432254696
2020-10-14,Italy,Netherlands,1,1,UEFA Nations League,Bergamo,Italy,False,1,1,0,1,C_Rescued_R4_Correct,0.4663006336345489,0.34861375814734363,0.18508560821810743,0.3596414478228261,0.4067839573782817,0.23357459479889214
2020-11-15,Comoros,Kenya,2,1,African Cup of Nations qualification,Moroni,Comoros,False,0,0,2,0,C_Rescued_R4_Correct,0.36178808126242273,0.2654376410086973,0.37277427772887994,0.40608218799701495,0.29500196902748915,0.2989158429754959
2020-11-16,Botswana,Zambia,1,0,African Cup of Nations qualification,Francistown,Botswana,False,0,0,2,0,C_Rescued_R4_Correct,0.3263110018373194,0.3233855858339889,0.3503034123286917,0.3608688627036937,0.32097643582896046,0.31815470146734587
2020-11-16,Jordan,Syria,1,0,Friendly,Sharjah,United Arab Emirates,True,0,0,2,0,C_Rescued_R4_Correct,0.31477474565805086,0.33325599778385706,0.3519692565580921,0.38295163581329095,0.35782959976530077,0.25921876442140823
2020-11-18,Israel,Scotland,1,0,UEFA Nations League,Netanya,Israel,False,0,0,2,0,C_Rescued_R4_Correct,0.3405493328509539,0.2907722894791766,0.3686783776698695,0.3829136122759634,0.29422605333637497,0.3228603343876616
2020-11-18,Hungary,Turkey,2,0,UEFA Nations League,Budapest,Hungary,False,0,0,1,0,C_Rescued_R4_Correct,0.34469993479451644,0.3518573602488536,0.30344270495662995,0.35023821680427725,0.3446184793782206,0.30514330381750226
2021-03-27,Bahamas,Saint Kitts and Nevis,0,4,FIFA World Cup qualification,Nassau,Bahamas,False,2,2,0,2,C_Rescued_R4_Correct,0.42315053979884765,0.2078996551135506,0.3689498050876018,0.33120061209183665,0.24869265235621776,0.4201067355519456
2021-03-28,Namibia,Guinea,2,1,African Cup of Nations qualification,Windhoek,Namibia,False,0,0,2,0,C_Rescued_R4_Correct,0.3345633577932721,0.32901218814146876,0.33642445406525906,0.38000638286588645,0.3135136966239818,0.30647992051013173
2021-03-29,Malawi,Uganda,1,0,African Cup of Nations qualification,Lilongwe,Malawi,False,0,0,1,0,C_Rescued_R4_Correct,0.32152131390512084,0.3865647598963337,0.29191392619854545,0.3652937103435108,0.34087129742697464,0.29383499222951465
2021-03-30,Guinea-Bissau,Congo,3,0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,0,0,2,0,C_Rescued_R4_Correct,0.34571912376202574,0.3062411176004458,0.3480397586375285,0.36856703105714156,0.32020385613633967,0.3112291128065187
2021-03-30,Montenegro,Norway,0,1,FIFA World Cup qualification,Podgorica,Montenegro,False,2,2,0,2,C_Rescued_R4_Correct,0.40612525457900717,0.3265289641067577,0.26734578131423503,0.28756268650918154,0.29925479485296896,0.41318251863784944
