architecture,arch_type,hidden_dim,num_layers,val_accuracy,val_log_loss,val_norm_rps,val_ece,runtime_seconds
T2_LSTM,lstm,64,1,0.5898442008078477,0.8895178104187659,0.17597885626224133,0.022240341544135133,132.1635081768036
T1_GRU,gru,64,1,0.590132717830352,0.8909540754031176,0.17634114515909705,0.005557413638207769,159.48663449287415
T3_Transformer,transformer,64,1,0.5869590305828044,0.8911807948115841,0.17635685017643762,0.008261075208828995,28767.500588178635
