strategy,val_accuracy,val_log_loss,val_norm_rps,val_ece,weights
Accuracy_Optimized,0.5969417195614541,0.8759543594463983,0.1724304225149886,0.00952739437968249,"{'LightGBM': 0.2238, 'XGBoost': 0.422, 'CatBoost': 0.0674, 'HistGBDT': 0.2868, 'Dixon_Coles': 0.0}"
RPS_Optimized,0.596133871898442,0.8761617471946456,0.17247156681112175,0.010917067726378639,"{'LightGBM': 0.2526, 'XGBoost': 0.2523, 'CatBoost': 0.2468, 'HistGBDT': 0.2483, 'Dixon_Coles': 0.0}"
Single_XGBoost,0.5960184650894402,0.8758103212298044,0.17240189852084,0.009552325780689593,"{'LightGBM': 0.0, 'XGBoost': 1.0, 'CatBoost': 0.0, 'HistGBDT': 0.0, 'Dixon_Coles': 0.0}"
LogLoss_Optimized,0.5953837276399307,0.87579073743041,0.1723821771705095,0.0070867761994821855,"{'LightGBM': 0.4197, 'XGBoost': 0.4578, 'CatBoost': 0.0422, 'HistGBDT': 0.0802, 'Dixon_Coles': 0.0}"
Single_LightGBM,0.5952106174264281,0.8766282931034574,0.1725202382478073,0.006759673217347816,"{'LightGBM': 1.0, 'XGBoost': 0.0, 'CatBoost': 0.0, 'HistGBDT': 0.0, 'Dixon_Coles': 0.0}"
Equal_Weights,0.5942873629544143,0.9143902863537314,0.18186214560729544,0.07885269616593399,"{'LightGBM': 0.2, 'XGBoost': 0.2, 'CatBoost': 0.2, 'HistGBDT': 0.2, 'Dixon_Coles': 0.2}"
Single_CatBoost,0.5942873629544143,0.8791781927591706,0.17309891049273565,0.01143078118910597,"{'LightGBM': 0.0, 'XGBoost': 0.0, 'CatBoost': 1.0, 'HistGBDT': 0.0, 'Dixon_Coles': 0.0}"
Single_HistGBDT,0.59399884593191,0.8779991777592684,0.17288088243007216,0.007329910110199814,"{'LightGBM': 0.0, 'XGBoost': 0.0, 'CatBoost': 0.0, 'HistGBDT': 1.0, 'Dixon_Coles': 0.0}"
Single_Dixon_Coles,0.17986151182919793,1.6581832202617117,0.39451624586847844,0.38724213343133906,"{'LightGBM': 0.0, 'XGBoost': 0.0, 'CatBoost': 0.0, 'HistGBDT': 0.0, 'Dixon_Coles': 1.0}"
