meta_model,val_accuracy,val_log_loss,val_norm_rps,val_ece
Meta_HistGBDT,0.6028664495114007,0.8651509940541705,0.16977073876176055,0.012443048968410902
Meta_LightGBM,0.6013029315960912,0.8698734477269474,0.17058528979539778,0.01761000739693797
Meta_XGBoost,0.5994136807817589,0.8718023490250397,0.17089709101622738,0.017859020060761444
Meta_CatBoost,0.5986319218241042,0.8742920178792338,0.17117543626133025,0.010903152851239946
Meta_LogisticRegression,0.595114006514658,0.8740670357330279,0.17118296779700884,0.012740604444539812
