era,match_count,champion_accuracy,winner_accuracy,accuracy_diff,champion_correct,winner_correct,correct_diff,champion_log_loss,winner_log_loss,log_loss_diff,champion_norm_rps,winner_norm_rps,norm_rps_diff
2015–2018,2613,0.5729047072330654,0.572139303482587,-0.0007654037504783995,1497,1495,-2,0.9135497437263497,0.9124247989278961,-0.0011249447984535976,0.1803622148034252,0.17998594223381023,-0.0003762725696149771
2019–2022,3581,0.6073722423903938,0.6065344875733035,-0.0008377548170902527,2175,2172,-3,0.8585539374560726,0.859516708057061,0.0009627706009884829,0.1678026250270403,0.16790712496330068,0.00010449993626038268
2023–2026,3710,0.6061994609164421,0.6064690026954178,0.00026954177897575704,2249,2250,1,0.8610520252959439,0.8607076428993277,-0.0003443823966162718,0.16812681782796263,0.16793613757970985,-0.00019068024825277807
