ablation_name,feature_count,val_accuracy,val_log_loss,val_norm_rps,val_draw_recall,test_accuracy,test_correct,test_log_loss,test_norm_rps,test_draw_recall,runtime_seconds
Full_Matchday_Model (S9),326,0.5931909982688979,0.880317638052823,0.17383803779353807,0.020459081836327345,0.598546042003231,5928,0.8739405486279496,0.17106498707737325,0.019080659150043366,114.51084923744202
Minus_Squad_Changes,273,0.5912290825158685,0.8808402690792534,0.1740197707627613,0.012724550898203593,0.5984450726978998,5927,0.8737259580813602,0.17115929263984941,0.010407632263660017,109.02939414978027
Minus_Formation_Changes,309,0.5919792267743796,0.8803860332590467,0.17391003081447864,0.015718562874251496,0.5989499192245558,5932,0.873420688315972,0.17106372336524675,0.011274934952298352,111.90696024894714
Minus_Playing_Style,308,0.5919792267743796,0.8807432803779103,0.17402517296193162,0.014471057884231538,0.597435379644588,5917,0.8737296790315918,0.17113856227199994,0.010407632263660017,67.73550081253052
Minus_Tactical_Matchup,313,0.5929601846508944,0.8805658561585992,0.17396548260436837,0.013722554890219561,0.5976373182552503,5919,0.873820519513724,0.1711417749524108,0.010841283607979185,53.40684652328491
Squad_Changes_Only,280,0.5922100403923831,0.8806832374901078,0.17400847909738304,0.014970059880239521,0.597940226171244,5922,0.8738368290536087,0.1711942138702015,0.008673026886383347,49.345877170562744
Tactical_Matchups_Only,240,0.5915753029428736,0.8805749079510787,0.17398814290221953,0.013972055888223553,0.5984450726978998,5927,0.8736228964634825,0.17108618473418793,0.010841283607979185,46.891249656677246
Playing_Style_Only,245,0.5930178880553952,0.8799250665615302,0.1737866260372413,0.021956087824351298,0.597435379644588,5917,0.8739217172583578,0.17110478109233648,0.01647875108412836,49.690812826156616
