candidate_id,n_estimators,learning_rate,max_depth,num_leaves,reg_alpha,reg_lambda,val_accuracy,val_log_loss,val_norm_rps,val_ece
4,500,0.02,5,20,2.0,3.0,0.5942296595499135,0.8768573740150228,0.17255990719927805,0.009713242123917156
5,300,0.05,3,10,0.1,0.5,0.5942873629544143,0.8767115408706894,0.17257550489399928,0.006852825899353253
2,350,0.03,4,15,1.0,2.0,0.5946912867859203,0.8774547852596422,0.1726960632145487,0.006914524143861057
3,400,0.04,4,15,0.5,1.0,0.5946335833814195,0.8782928779779868,0.17285636970449278,0.007514722397808537
1,250,0.02,3,8,0.5,1.0,0.593537218695903,0.880084784866062,0.17345666291513542,0.015316350353942234
