feature_set,n_features,val_accuracy,val_log_loss,val_norm_rps,val_brier,val_ece
F0_Baseline_M0,32,0.5915753029428736,0.8816227088174023,0.17361072748140138,0.518755187679763,0.008817157155005919
F1_Extended_Form_Windows,210,0.5958453548759377,0.877802521145542,0.17276532609265774,0.5167047636325685,0.006529228124132928
F2_Extended_Form_plus_EWMA_and_H2H,210,0.5958453548759377,0.877802521145542,0.17276532609265774,0.5167047636325685,0.006529228124132928
F3_All_Features_plus_DixonColes,217,0.5940565493364108,0.87813433471213,0.1728389560561623,0.5167190766500098,0.007253780791076028
F4_All_Features_plus_Players_and_DC,217,0.5940565493364108,0.87813433471213,0.1728389560561623,0.5167190766500098,0.007253780791076028
